1,656,315
2,656,315
3,686,299
4,717,291
5,746,292
6,775,302
7,802,320
8,802,320
9,827,342
10,854,373
11,879,413
12,903,457
13,924,508
14,924,508
15,946,564
16,967,631
17,985,701
18,1003,776
19,1021,844
20,1037,805
21,1053,766
22,1069,727
23,1086,688
24,1102,649
25,1118,610
26,1134,571
27,1150,532
28,1166,493
